FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,EVENT_YEARMONTH
202201,26,0,46002,1004989,"D","01/26/2022 00:00:00",64,"M","Vehicle/Towed Trailer",202201
202201,26,0,46003,1004989,"D","01/26/2022 00:00:00",68,"F","Vehicle/Towed Trailer",202201
202201,24,0,46005,1005099,"D","01/24/2022 00:00:00",45,"M","Outside/Open Areas",202201
202202,21,0,45815,994196,"D","02/21/2022 00:00:00",33,"F","Unknown",202112
202204,13,0,46106,1008720,"D","04/13/2022 00:00:00",18,"F","In Water",202204
202202,6,0,46132,1009762,"D","02/06/2022 00:00:00",30,"M","Outside/Open Areas",202202
202201,3,0,46140,1010054,"D","01/03/2022 00:00:00",,"","Permanent Home",202201
202204,5,0,46145,1010118,"D","04/05/2022 00:00:00",71,"M","Vehicle/Towed Trailer",202204
202204,5,0,46147,1010161,"I","04/05/2022 00:00:00",65,"M","Vehicle/Towed Trailer",202204
202203,28,0,46203,1011218,"D","03/28/2022 00:00:00",,"M","Vehicle/Towed Trailer",202203
202203,28,0,46204,1011218,"D","03/28/2022 00:00:00",,"M","Vehicle/Towed Trailer",202203
202203,28,0,46205,1011218,"D","03/28/2022 00:00:00",,"M","Vehicle/Towed Trailer",202203
202203,28,0,46206,1011218,"D","03/28/2022 00:00:00",,"M","Vehicle/Towed Trailer",202203
202203,28,0,46207,1011218,"D","03/28/2022 00:00:00",,"F","Vehicle/Towed Trailer",202203
202203,28,0,46208,1011218,"D","03/28/2022 00:00:00",,"F","Vehicle/Towed Trailer",202203
202203,22,0,46442,1014021,"I","03/22/2022 00:00:00",22,"F","Permanent Home",202203
202203,22,0,46441,1014021,"D","03/22/2022 00:00:00",25,"M","Vehicle/Towed Trailer",202203
202203,16,0,46312,1018314,"D","03/16/2022 00:00:00",60,"M","Vehicle/Towed Trailer",202203
202203,22,0,46317,1018764,"D","03/22/2022 00:00:00",72,"M","Vehicle/Towed Trailer",202203
202203,22,0,46318,1018764,"D","03/22/2022 00:00:00",58,"F","Vehicle/Towed Trailer",202203
202203,22,0,46319,1018764,"D","03/22/2022 00:00:00",42,"F","Vehicle/Towed Trailer",202203
202204,22,0,46361,1023013,"D","04/22/2022 00:00:00",66,"M","Vehicle/Towed Trailer",202204
202204,18,0,46481,1025201,"D","04/18/2022 00:00:00",42,"M","Outside/Open Areas",202204
202204,18,0,46378,1025202,"D","04/18/2022 00:00:00",33,"M","Outside/Open Areas",202204
202204,18,0,46379,1025203,"D","04/18/2022 00:00:00",28,"M","Outside/Open Areas",202204
202204,1,0,46409,1029455,"D","04/01/2022 00:00:00",29,"M","Vehicle/Towed Trailer",202204
202202,3,0,46175,1010838,"D","02/03/2022 00:00:00",49,"M","Outside/Open Areas",202202
202202,3,0,46178,1010841,"D","02/03/2022 00:00:00",31,"F","Outside/Open Areas",202202
202202,24,0,46380,1010856,"D","02/24/2022 00:00:00",24,"M","Outside/Open Areas",202202
202203,20,0,46289,1016435,"D","03/20/2022 00:00:00",55,"F","Outside/Open Areas",202203
202203,6,0,46291,1016718,"D","03/06/2022 00:00:00",61,"M","Under Tree",202203
202203,26,0,46381,1016848,"D","03/26/2022 00:00:00",26,"M","Outside/Open Areas",202203
202203,26,0,46308,1017837,"D","03/26/2022 00:00:00",41,"M","Outside/Open Areas",202203
202203,3,0,45935,1002075,"I","03/03/2022 00:00:00",,"","Vehicle/Towed Trailer",202203
202203,3,0,45936,1002075,"I","03/03/2022 00:00:00",,"","Vehicle/Towed Trailer",202203
202203,3,0,45937,1002075,"I","03/03/2022 00:00:00",,"","Vehicle/Towed Trailer",202203
202203,31,0,46061,1006444,"D","03/31/2022 00:00:00",,"","Vehicle/Towed Trailer",202203
202203,14,0,46062,1006626,"D","03/14/2022 00:00:00",53,"F","In Water",202203
202203,5,0,46078,1007076,"D","03/05/2022 00:00:00",2,"M","Permanent Home",202203
202203,5,0,46079,1007076,"D","03/05/2022 00:00:00",5,"F","Permanent Home",202203
202203,5,0,46080,1007076,"D","03/05/2022 00:00:00",37,"M","Permanent Home",202203
202203,5,0,46081,1007076,"D","03/05/2022 00:00:00",63,"F","Permanent Home",202203
202203,5,0,46082,1007076,"D","03/05/2022 00:00:00",64,"M","Permanent Home",202203
202203,5,0,46083,1007076,"D","03/05/2022 00:00:00",72,"F","Permanent Home",202203
202203,7,0,46070,1007078,"I","03/07/2022 00:00:00",68,"M","Vehicle/Towed Trailer",202203
202203,5,0,46077,1007112,"D","03/05/2022 00:00:00",40,"M","Vehicle/Towed Trailer",202203
202203,17,0,46088,1007737,"D","03/17/2022 00:00:00",29,"M","Outside/Open Areas",202203
202203,19,0,46089,1007746,"D","03/19/2022 00:00:00",49,"M","Outside/Open Areas",202203
202203,17,0,46095,1007928,"I","03/17/2022 00:00:00",22,"F","Vehicle/Towed Trailer",202203
202203,17,0,46096,1007928,"I","03/17/2022 00:00:00",30,"M","Vehicle/Towed Trailer",202203
202203,17,0,46097,1007928,"I","03/17/2022 00:00:00",50,"M","Vehicle/Towed Trailer",202203
202203,17,0,46098,1007928,"I","03/17/2022 00:00:00",75,"M","Vehicle/Towed Trailer",202203
202203,17,0,46099,1007928,"I","03/17/2022 00:00:00",45,"M","Vehicle/Towed Trailer",202203
202203,21,0,46299,1008077,"D","03/21/2022 00:00:00",,"","Mobile/Trailer Home",202203
202203,12,0,46103,1008495,"D","03/12/2022 00:00:00",58,"M","Vehicle/Towed Trailer",202203
202203,31,0,46273,1011568,"D","03/31/2022 00:00:00",,"M","Mobile/Trailer Home",202203
202203,31,0,46274,1011568,"D","03/31/2022 00:00:00",,"F","Mobile/Trailer Home",202203
202203,30,0,46256,1012502,"D","03/30/2022 00:00:00",,"","Outside/Open Areas",202203
202203,9,0,46266,1012569,"I","03/09/2022 00:00:00",63,"M","Outside/Open Areas",202203
202203,8,0,46239,1012646,"D","03/08/2022 00:00:00",66,"F","In Water",202203
202203,25,0,46241,1012647,"D","03/25/2022 00:00:00",30,"M","In Water",202203
202203,30,0,46242,1012648,"D","03/30/2022 00:00:00",71,"M","Unknown",202203
202203,30,0,46284,1013974,"D","03/30/2022 00:00:00",,"","Mobile/Trailer Home",202203
202203,21,0,46303,1014168,"D","03/21/2022 00:00:00",73,"F","Mobile/Trailer Home",202203
202203,6,0,46268,1014716,"D","03/06/2022 00:00:00",64,"M","In Water",202203
202203,17,0,46300,1014868,"D","03/17/2022 00:00:00",61,"M","Outside/Open Areas",202203
202203,17,0,46304,1015542,"D","03/17/2022 00:00:00",51,"F","Vehicle/Towed Trailer",202203
202203,26,0,46287,1015574,"I","03/26/2022 00:00:00",68,"M","Boating",202203
202203,26,0,46288,1015574,"I","03/26/2022 00:00:00",,"F","Boating",202203
202203,31,0,46296,1016947,"I","03/31/2022 00:00:00",43,"F","Vehicle/Towed Trailer",202203
202203,7,0,45991,1004478,"I","03/07/2022 00:00:00",57,"M","Vehicle/Towed Trailer",202203
202203,31,0,46599,1015408,"D","03/31/2022 00:00:00",54,"M","Vehicle/Towed Trailer",202203
202205,12,0,46423,1025635,"D","05/12/2022 00:00:00",63,"M","Outside/Open Areas",202205
202205,11,0,46493,1031734,"I","05/11/2022 00:00:00",30,"F","Vehicle/Towed Trailer",202205
202205,12,0,46496,1033831,"D","05/12/2022 00:00:00",61,"F","Vehicle/Towed Trailer",202205
202205,12,0,46495,1033849,"D","05/12/2022 00:00:00",,"F","Vehicle/Towed Trailer",202205
202204,12,0,46627,1040046,"D","04/12/2022 00:00:00",41,"M","Vehicle/Towed Trailer",202204
202205,11,0,46270,1014910,"I","05/11/2022 00:00:00",85,"M","Unknown",202205
202205,21,0,46286,1015637,"I","05/21/2022 00:00:00",,"M","Outside/Open Areas",202205
202205,21,0,46293,1016730,"D","05/21/2022 00:00:00",14,"M","In Water",202205
202205,25,0,46301,1017388,"D","05/25/2022 00:00:00",29,"M","Heavy Equipment/Construction",202205
202205,29,0,46412,1017473,"D","05/29/2022 00:00:00",25,"M","Outside/Open Areas",202205
202205,31,0,46327,1017999,"D","05/31/2022 00:00:00",19,"M","In Water",202205
202205,29,0,46475,1018581,"D","05/29/2022 00:00:00",,"","In Water",202205
202205,23,0,46401,1023250,"D","05/23/2022 00:00:00",16,"","In Water",202205
202205,28,0,46367,1023450,"D","05/28/2022 00:00:00",36,"M","In Water",202205
202205,19,0,46384,1026387,"I","05/19/2022 00:00:00",70,"M","Outside/Open Areas",202205
202205,20,0,46385,1026387,"D","05/20/2022 00:00:00",69,"F","Outside/Open Areas",202205
202205,1,0,46439,1027107,"D","05/01/2022 00:00:00",74,"M","Vehicle/Towed Trailer",202205
202205,1,0,46440,1027107,"D","05/01/2022 00:00:00",74,"F","Vehicle/Towed Trailer",202205
202205,5,0,46422,1027939,"D","05/05/2022 00:00:00",65,"M","Vehicle/Towed Trailer",202205
202205,6,0,46416,1029928,"D","05/06/2022 00:00:00",63,"M","Vehicle/Towed Trailer",202205
202205,26,0,46421,1030317,"D","05/26/2022 00:00:00",78,"F","Outside/Open Areas",202205
202205,19,0,46426,1031441,"I","05/19/2022 00:00:00",,"","Vehicle/Towed Trailer",202205
202205,20,0,46471,1031457,"D","05/20/2022 00:00:00",77,"F","Mobile/Trailer Home",202205
202205,20,0,46472,1031457,"D","05/20/2022 00:00:00",70,"F","Mobile/Trailer Home",202205
202205,16,0,46443,1032158,"D","05/16/2022 00:00:00",69,"M","Outside/Open Areas",202205
202205,2,0,46470,1032197,"D","05/02/2022 00:00:00",47,"M","In Water",202205
202205,4,0,46474,1032574,"D","05/04/2022 00:00:00",58,"M","In Water",202205
202205,26,0,46482,1033604,"D","05/26/2022 00:00:00",21,"F","Outside/Open Areas",202205
202205,26,0,46483,1033604,"D","05/26/2022 00:00:00",19,"M","Outside/Open Areas",202205
202205,26,0,46486,1033605,"D","05/26/2022 00:00:00",22,"M","Outside/Open Areas",202205
202205,26,0,46485,1033606,"D","05/26/2022 00:00:00",20,"M","Outside/Open Areas",202205
202205,5,0,46489,1033767,"D","05/05/2022 00:00:00",28,"F","Outside/Open Areas",202205
202206,4,0,46325,1019239,"I","06/04/2022 00:00:00",32,"F","Outside/Open Areas",202206
202206,7,0,46326,1019324,"D","06/07/2022 00:00:00",53,"M","In Water",202206
202206,16,0,46350,1021409,"D","06/16/2022 00:00:00",0,"F","Vehicle/Towed Trailer",202206
202206,18,0,46351,1021872,"D","06/18/2022 00:00:00",68,"F","In Water",202206
202206,13,0,46382,1025502,"D","06/13/2022 00:00:00",59,"F","In Water",202206
202206,13,0,46386,1026611,"D","06/13/2022 00:00:00",21,"M","In Water",202206
202206,14,0,46387,1026612,"D","06/14/2022 00:00:00",67,"F","In Water",202206
202206,27,0,46392,1027382,"D","06/27/2022 00:00:00",38,"M","In Water",202206
202206,14,0,46400,1027650,"D","06/14/2022 00:00:00",33,"M","Outside/Open Areas",202206
202206,25,0,46669,1029607,"D","06/25/2022 00:00:00",,"","Unknown",202206
202206,20,0,46662,1031176,"D","06/20/2022 00:00:00",72,"M","Camping",202206
202206,2,0,46450,1032172,"I","06/02/2022 00:00:00",55,"M","Outside/Open Areas",202206
202206,6,0,46451,1032173,"D","06/06/2022 00:00:00",58,"M","Outside/Open Areas",202206
202206,8,0,46452,1032173,"D","06/08/2022 00:00:00",89,"F","Outside/Open Areas",202206
202206,8,0,46453,1032173,"D","06/08/2022 00:00:00",77,"F","Outside/Open Areas",202206
202206,2,0,46454,1032174,"D","06/02/2022 00:00:00",67,"M","Outside/Open Areas",202206
202206,14,0,46465,1032189,"I","06/14/2022 00:00:00",60,"M","Mobile/Trailer Home",202206
202206,9,0,46455,1032189,"D","06/09/2022 00:00:00",57,"M","Outside/Open Areas",202206
202206,9,0,46456,1032189,"D","06/09/2022 00:00:00",51,"M","Outside/Open Areas",202206
202206,11,0,46457,1032189,"I","06/11/2022 00:00:00",48,"M","Outside/Open Areas",202206
202206,11,0,46458,1032189,"D","06/11/2022 00:00:00",59,"M","Outside/Open Areas",202206
202206,11,0,46459,1032189,"I","06/11/2022 00:00:00",68,"F","Outside/Open Areas",202206
202206,11,0,46460,1032189,"I","06/11/2022 00:00:00",56,"F","Outside/Open Areas",202206
202206,12,0,46461,1032189,"I","06/12/2022 00:00:00",58,"M","Outside/Open Areas",202206
202206,12,0,46462,1032189,"I","06/12/2022 00:00:00",52,"M","Outside/Open Areas",202206
202206,15,0,46466,1032189,"D","06/15/2022 00:00:00",58,"M","Outside/Open Areas",202206
202206,13,0,46463,1032189,"I","06/13/2022 00:00:00",81,"F","Permanent Home",202206
202206,13,0,46464,1032189,"I","06/13/2022 00:00:00",67,"F","Permanent Home",202206
202206,18,0,46467,1032193,"I","06/18/2022 00:00:00",,"M","Boating",202206
202206,25,0,46469,1032195,"D","06/25/2022 00:00:00",72,"M","Outside/Open Areas",202206
202206,24,0,46468,1032195,"D","06/24/2022 00:00:00",75,"F","Vehicle/Towed Trailer",202206
202206,3,0,46476,1033117,"D","06/03/2022 00:00:00",22,"M","Vehicle/Towed Trailer",202206
202206,1,0,46672,1033146,"D","06/01/2022 00:00:00",29,"F","In Water",202206
202206,11,0,46480,1033460,"D","06/11/2022 00:00:00",52,"M","Outside/Open Areas",202206
202206,22,0,46500,1034564,"D","06/22/2022 00:00:00",,"F","Outside/Open Areas",202206
202206,17,0,46504,1036690,"D","06/17/2022 00:00:00",45,"M","Vehicle/Towed Trailer",202206
202206,15,0,46520,1037476,"D","06/15/2022 00:00:00",89,"M","Outside/Open Areas",202206
202206,14,0,46519,1037476,"D","06/14/2022 00:00:00",39,"F","Permanent Home",202206
202206,19,0,46521,1037800,"D","06/19/2022 00:00:00",41,"F","In Water",202206
202206,15,0,46540,1039208,"D","06/15/2022 00:00:00",18,"M","In Water",202206
202206,17,0,46620,1039713,"D","06/17/2022 00:00:00",82,"M","Outside/Open Areas",202206
202206,27,0,46545,1039790,"D","06/27/2022 00:00:00",,"M","Vehicle/Towed Trailer",202206
202206,27,0,46546,1039790,"D","06/27/2022 00:00:00",,"M","Vehicle/Towed Trailer",202206
202206,27,0,46547,1039790,"D","06/27/2022 00:00:00",,"M","Vehicle/Towed Trailer",202206
202206,27,0,46548,1039790,"D","06/27/2022 00:00:00",,"M","Vehicle/Towed Trailer",202206
202206,27,0,46549,1039790,"D","06/27/2022 00:00:00",,"M","Vehicle/Towed Trailer",202206
202206,27,0,46550,1039790,"D","06/27/2022 00:00:00",,"M","Vehicle/Towed Trailer",202206
202206,27,0,46551,1039790,"D","06/27/2022 00:00:00",,"M","Vehicle/Towed Trailer",202206
202206,27,0,46552,1039790,"D","06/27/2022 00:00:00",,"M","Vehicle/Towed Trailer",202206
202206,27,0,46553,1039790,"D","06/27/2022 00:00:00",,"M","Vehicle/Towed Trailer",202206
202206,27,0,46554,1039790,"D","06/27/2022 00:00:00",,"M","Vehicle/Towed Trailer",202206
202206,27,0,46555,1039790,"D","06/27/2022 00:00:00",,"M","Vehicle/Towed Trailer",202206
202206,27,0,46556,1039790,"D","06/27/2022 00:00:00",,"M","Vehicle/Towed Trailer",202206
202206,27,0,46557,1039790,"D","06/27/2022 00:00:00",,"M","Vehicle/Towed Trailer",202206
202206,27,0,46558,1039790,"D","06/27/2022 00:00:00",,"M","Vehicle/Towed Trailer",202206
202206,27,0,46559,1039790,"D","06/27/2022 00:00:00",,"M","Vehicle/Towed Trailer",202206
202206,27,0,46560,1039790,"D","06/27/2022 00:00:00",,"M","Vehicle/Towed Trailer",202206
202206,27,0,46561,1039790,"D","06/27/2022 00:00:00",,"M","Vehicle/Towed Trailer",202206
202206,27,0,46562,1039790,"D","06/27/2022 00:00:00",,"M","Vehicle/Towed Trailer",202206
202206,27,0,46563,1039790,"D","06/27/2022 00:00:00",,"M","Vehicle/Towed Trailer",202206
202206,27,0,46564,1039790,"D","06/27/2022 00:00:00",,"M","Vehicle/Towed Trailer",202206
202206,27,0,46565,1039790,"D","06/27/2022 00:00:00",,"M","Vehicle/Towed Trailer",202206
202206,27,0,46566,1039790,"D","06/27/2022 00:00:00",,"M","Vehicle/Towed Trailer",202206
202206,27,0,46567,1039790,"D","06/27/2022 00:00:00",,"M","Vehicle/Towed Trailer",202206
202206,27,0,46568,1039790,"D","06/27/2022 00:00:00",,"M","Vehicle/Towed Trailer",202206
202206,27,0,46569,1039790,"D","06/27/2022 00:00:00",,"M","Vehicle/Towed Trailer",202206
202206,27,0,46570,1039790,"D","06/27/2022 00:00:00",,"M","Vehicle/Towed Trailer",202206
202206,27,0,46571,1039790,"D","06/27/2022 00:00:00",,"M","Vehicle/Towed Trailer",202206
202206,27,0,46572,1039790,"D","06/27/2022 00:00:00",,"M","Vehicle/Towed Trailer",202206
202206,27,0,46573,1039790,"D","06/27/2022 00:00:00",,"M","Vehicle/Towed Trailer",202206
202206,27,0,46574,1039790,"D","06/27/2022 00:00:00",,"M","Vehicle/Towed Trailer",202206
202206,27,0,46575,1039790,"D","06/27/2022 00:00:00",,"M","Vehicle/Towed Trailer",202206
202206,27,0,46576,1039790,"D","06/27/2022 00:00:00",,"M","Vehicle/Towed Trailer",202206
202206,27,0,46577,1039790,"D","06/27/2022 00:00:00",,"M","Vehicle/Towed Trailer",202206
202206,27,0,46578,1039790,"D","06/27/2022 00:00:00",,"M","Vehicle/Towed Trailer",202206
202206,27,0,46579,1039790,"D","06/27/2022 00:00:00",,"M","Vehicle/Towed Trailer",202206
202206,27,0,46580,1039790,"D","06/27/2022 00:00:00",,"M","Vehicle/Towed Trailer",202206
202206,27,0,46581,1039790,"D","06/27/2022 00:00:00",,"M","Vehicle/Towed Trailer",202206
202206,27,0,46582,1039790,"D","06/27/2022 00:00:00",,"M","Vehicle/Towed Trailer",202206
202206,27,0,46583,1039790,"D","06/27/2022 00:00:00",,"M","Vehicle/Towed Trailer",202206
202206,27,0,46584,1039790,"D","06/27/2022 00:00:00",,"M","Vehicle/Towed Trailer",202206
202206,27,0,46585,1039790,"D","06/27/2022 00:00:00",,"F","Vehicle/Towed Trailer",202206
202206,27,0,46586,1039790,"D","06/27/2022 00:00:00",,"F","Vehicle/Towed Trailer",202206
202206,27,0,46587,1039790,"D","06/27/2022 00:00:00",,"F","Vehicle/Towed Trailer",202206
202206,27,0,46588,1039790,"D","06/27/2022 00:00:00",,"F","Vehicle/Towed Trailer",202206
202206,27,0,46589,1039790,"D","06/27/2022 00:00:00",,"F","Vehicle/Towed Trailer",202206
202206,27,0,46590,1039790,"D","06/27/2022 00:00:00",,"F","Vehicle/Towed Trailer",202206
202206,27,0,46591,1039790,"D","06/27/2022 00:00:00",,"F","Vehicle/Towed Trailer",202206
202206,27,0,46592,1039790,"D","06/27/2022 00:00:00",,"F","Vehicle/Towed Trailer",202206
202206,27,0,46593,1039790,"D","06/27/2022 00:00:00",,"F","Vehicle/Towed Trailer",202206
202206,27,0,46594,1039790,"D","06/27/2022 00:00:00",,"F","Vehicle/Towed Trailer",202206
202206,27,0,46595,1039790,"D","06/27/2022 00:00:00",,"F","Vehicle/Towed Trailer",202206
202206,27,0,46596,1039790,"D","06/27/2022 00:00:00",,"F","Vehicle/Towed Trailer",202206
202206,27,0,46597,1039790,"D","06/27/2022 00:00:00",,"F","Vehicle/Towed Trailer",202206
202206,13,0,46616,1039857,"D","06/13/2022 00:00:00",10,"M","In Water",202206
202206,13,0,46617,1039857,"D","06/13/2022 00:00:00",37,"M","In Water",202206
202206,13,0,46618,1039857,"D","06/13/2022 00:00:00",34,"M","In Water",202206
202206,17,0,46670,1039968,"D","06/17/2022 00:00:00",25,"M","Outside/Open Areas",202206
202206,10,0,46641,1040200,"D","06/10/2022 00:00:00",30,"M","Outside/Open Areas",202206
202206,12,0,46642,1040200,"D","06/12/2022 00:00:00",49,"M","Outside/Open Areas",202206
202206,10,0,46643,1040201,"D","06/10/2022 00:00:00",,"M","Outside/Open Areas",202206
202206,10,0,46644,1040202,"D","06/10/2022 00:00:00",25,"F","Outside/Open Areas",202206
202206,10,0,46645,1040202,"D","06/10/2022 00:00:00",35,"M","Outside/Open Areas",202206
202206,12,0,46646,1040202,"D","06/12/2022 00:00:00",21,"F","Outside/Open Areas",202206
202206,16,0,46647,1040241,"D","06/16/2022 00:00:00",23,"F","Outside/Open Areas",202206
202206,15,0,46649,1040250,"D","06/15/2022 00:00:00",21,"F","Outside/Open Areas",202206
202206,23,0,46655,1040272,"D","06/23/2022 00:00:00",,"M","Outside/Open Areas",202206
202206,22,0,46656,1040273,"D","06/22/2022 00:00:00",24,"F","Outside/Open Areas",202206
202206,23,0,46657,1040273,"D","06/23/2022 00:00:00",20,"M","Outside/Open Areas",202206
202206,18,0,46660,1040361,"D","06/18/2022 00:00:00",53,"M","Outside/Open Areas",202206
202206,13,0,46686,1041865,"D","06/13/2022 00:00:00",89,"F","Permanent Home",202206
202206,29,0,46701,1044700,"D","06/29/2022 00:00:00",24,"M","Outside/Open Areas",202206
202202,4,0,46321,997261,"D","02/04/2022 00:00:00",83,"M","Vehicle/Towed Trailer",202202
202204,10,0,46086,1007520,"D","04/10/2022 00:00:00",13,"M","In Water",202204
202204,14,0,46144,1010131,"I","04/14/2022 00:00:00",52,"F","Vehicle/Towed Trailer",202204
202204,23,0,46359,1011588,"D","04/23/2022 00:00:00",9,"M","Outside/Open Areas",202204
202204,23,0,46360,1011588,"D","04/23/2022 00:00:00",8,"F","Outside/Open Areas",202204
